Gene.ID,C,A,P,AP,Cluster
HORVU.MOREX.r3.2HG0212170,84,97,98,85,c1
HORVU.MOREX.r3.2HG0212740,281,229,9,15,c1
HORVU.MOREX.r3.2HG0212840,29,117,216,168,c2
HORVU.MOREX.r3.2HG0212850,80,179,862,614,c2
HORVU.MOREX.r3.2HG0212970,33,98,146,59,c4
HORVU.MOREX.r3.2HG0213020,134,149,157,139,c1
HORVU.MOREX.r3.2HG0213040,301,738,816,892,c5
HORVU.MOREX.r3.2HG0213050,21,18,28,30,c1
HORVU.MOREX.r3.2HG0213610,2.666666667,4.666666667,33.33333333,13,c7
HORVU.MOREX.r3.2HG0213800,252,283,240,238,c5
HORVU.MOREX.r3.2HG0213820,899,2450,3435,2950,c2
HORVU.MOREX.r3.2HG0213850,74,84,17,8,c1
HORVU.MOREX.r3.2HG0213970,248,959,1936,1673,c2
HORVU.MOREX.r3.2HG0214050,168,134,140,197,c3
HORVU.MOREX.r3.2HG0214070,1362,1339,237,298,c1
HORVU.MOREX.r3.2HG0214080,558,434,36,37,c1
HORVU.MOREX.r3.2HG0214130,861,1090,1083,798,c2
HORVU.MOREX.r3.2HG0214240,41,35,8,8,c1
HORVU.MOREX.r3.2HG0214510,48,82,93,85,c1
HORVU.MOREX.r3.2HG0214820,395,490,122,74,c1
HORVU.MOREX.r3.2HG0215200,180,400,233,187,c6
HORVU.MOREX.r3.2HG0215220,1106,1210,168,129,c1
HORVU.MOREX.r3.2HG0215610,441,437,29,23,c1
HORVU.MOREX.r3.2HG0215650,1075,1637,1927,1910,c5
HORVU.MOREX.r3.2HG0215660,187,173,88,31,c4
HORVU.MOREX.r3.2HG0216560,21,44,4,4,c1
HORVU.MOREX.r3.2HG0216680,33,61,33,18,c1
HORVU.MOREX.r3.2HG0217210,166,138,29,31,c1
HORVU.MOREX.r3.2HG0217450,48,42,7,8,c1
HORVU.MOREX.r3.2HG0217490,548,384,89,64,c1
HORVU.MOREX.r3.2HG0217500,185,240,235,163,c6
HORVU.MOREX.r3.2HG0217530,227,252,45,35,c1
HORVU.MOREX.r3.2HG0217790,118,108,25,30,c1
HORVU.MOREX.r3.2HG0217820,583,692,117,96,c1
HORVU.MOREX.r3.2HG0218020,65,49,13,11,c1
HORVU.MOREX.r3.2HG0218050,34,43,11,6,c1
HORVU.MOREX.r3.3HG0218110,452,487,44,42,c1
HORVU.MOREX.r3.3HG0218140,13,23,120,139,c3
HORVU.MOREX.r3.3HG0218410,269,309,79,57,c1
HORVU.MOREX.r3.3HG0218440,109,117,23,27,c1
HORVU.MOREX.r3.3HG0218800,365,93,23,2,c1
HORVU.MOREX.r3.3HG0219000,31,63,69,43,c1
HORVU.MOREX.r3.3HG0219050,32,49,36,27,c1
HORVU.MOREX.r3.3HG0219130,141,52,8,15,c1
HORVU.MOREX.r3.3HG0219240,104,115,63,19,c1
HORVU.MOREX.r3.3HG0219270,699,648,439,123,c6
HORVU.MOREX.r3.3HG0219280,85,117,32,16,c1
HORVU.MOREX.r3.3HG0219490,38,55,14,8,c1
HORVU.MOREX.r3.3HG0219550,49,59,6,6,c1
HORVU.MOREX.r3.3HG0219610,44,76,41,23,c1
HORVU.MOREX.r3.3HG0219640,67,139,149,59,c4
HORVU.MOREX.r3.3HG0219670,208,128,38,33,c1
HORVU.MOREX.r3.3HG0219810,88,87,24,15,c1
HORVU.MOREX.r3.3HG0220140,673,596,129,131,c1
HORVU.MOREX.r3.3HG0220260,19,17,49,28,c1
HORVU.MOREX.r3.3HG0220590,69,60,14,8,c1
HORVU.MOREX.r3.3HG0220750,98,131,34,12,c1
HORVU.MOREX.r3.3HG0220760,1409,1230,188,161,c1
HORVU.MOREX.r3.3HG0220800,742,846,185,119,c4
HORVU.MOREX.r3.3HG0220930,377,442,52,63,c1
HORVU.MOREX.r3.3HG0220950,41,32,7,12,c1
HORVU.MOREX.r3.3HG0221110,641,701,121,115,c1
HORVU.MOREX.r3.3HG0221130,1038,938,244,143,c4
HORVU.MOREX.r3.3HG0221160,582,717,1430,920,c2
HORVU.MOREX.r3.3HG0221180,37,56,6,6,c1
HORVU.MOREX.r3.3HG0221300,1359,1265,248,196,c1
HORVU.MOREX.r3.3HG0221340,397,520,483,174,c6
HORVU.MOREX.r3.3HG0221440,196,220,263,233,c2
HORVU.MOREX.r3.3HG0221800,1479,1247,183,186,c1
HORVU.MOREX.r3.3HG0221940,642,567,57,60,c1
HORVU.MOREX.r3.3HG0222000,18,23,40,50,c1
HORVU.MOREX.r3.3HG0222150,947,831,551,798,c5
HORVU.MOREX.r3.3HG0222300,400,509,349,312,c2
HORVU.MOREX.r3.3HG0222330,3,2,32,68,c1
HORVU.MOREX.r3.3HG0222380,261,55,465,1238,c5
HORVU.MOREX.r3.3HG0222410,116,13,13,8,c1
HORVU.MOREX.r3.3HG0222550,1,11,24,5,c1
HORVU.MOREX.r3.3HG0222590,25,126,230,126,c6
HORVU.MOREX.r3.3HG0222610,110,64,17,22,c1
HORVU.MOREX.r3.3HG0222820,49,40,4,7,c1
HORVU.MOREX.r3.3HG0223180,143,134,27,28,c1
HORVU.MOREX.r3.3HG0223500,7,12,30,24,c1
HORVU.MOREX.r3.3HG0223940,276,177,49,43,c1
HORVU.MOREX.r3.3HG0224000,999,731,125,156,c1
HORVU.MOREX.r3.3HG0224210,58,21,32,26,c1
HORVU.MOREX.r3.3HG0224260,246,163,46,40,c1
HORVU.MOREX.r3.3HG0224520,644,837,1147,1073,c2
HORVU.MOREX.r3.3HG0224530,423,418,951,1076,c5
HORVU.MOREX.r3.3HG0224540,197,250,391,399,c5
HORVU.MOREX.r3.3HG0224680,55,103,82,48,c1
HORVU.MOREX.r3.3HG0224730,1680,2201,191,228,c1
HORVU.MOREX.r3.3HG0224740,1331,1552.333333,323,366.6666667,c7
HORVU.MOREX.r3.3HG0224790,226,146,48,43,c1
HORVU.MOREX.r3.3HG0224820,80,66,354,431,c5
HORVU.MOREX.r3.3HG0224850,34,17,173,217,c5
HORVU.MOREX.r3.3HG0225230,631,597,62,42,c1
HORVU.MOREX.r3.3HG0225300,85,72,117,89,c1
HORVU.MOREX.r3.3HG0225310,542,736,180,115,c4
HORVU.MOREX.r3.3HG0225340,187,296,537,457,c2
HORVU.MOREX.r3.3HG0225370,4,11,58,31,c1
HORVU.MOREX.r3.3HG0225490,25,73,106,78,c1
HORVU.MOREX.r3.3HG0225500,271,296,50,86,c1
HORVU.MOREX.r3.3HG0225640,211,164,19,22,c1
HORVU.MOREX.r3.3HG0225930,287,248,59,54,c1
HORVU.MOREX.r3.3HG0225960,969,1447,1647,1235,c2
HORVU.MOREX.r3.3HG0226060,179,399,1688,1388,c2
HORVU.MOREX.r3.3HG0226220,78,52,11,3,c1
HORVU.MOREX.r3.3HG0226230,124,189,136,102,c4
HORVU.MOREX.r3.3HG0226380,241,307,331,275,c2
HORVU.MOREX.r3.3HG0226390,110,167,98,47,c4
HORVU.MOREX.r3.3HG0226430,336,464,861,536,c2
HORVU.MOREX.r3.3HG0226480,14,22,41,20,c1
HORVU.MOREX.r3.3HG0227090,25,40,9,6,c1
HORVU.MOREX.r3.3HG0227360,1268,488,52,56,c1
HORVU.MOREX.r3.3HG0227370,88,54,5,3,c1
HORVU.MOREX.r3.3HG0227400,1496,749,20,25,c1
HORVU.MOREX.r3.3HG0227420,13248,8838,322,502,c1
HORVU.MOREX.r3.3HG0227720,932,705,147,128,c1
HORVU.MOREX.r3.3HG0227750,11,19,30,25,c1
HORVU.MOREX.r3.3HG0227850,6,10,33,20,c1
HORVU.MOREX.r3.3HG0227920,74,81.66666667,17.33333333,18,c7
HORVU.MOREX.r3.3HG0227930,314,251,64,70,c1
HORVU.MOREX.r3.3HG0227970,42,26,6,6,c1
HORVU.MOREX.r3.3HG0227980,500,299,90,92,c1
HORVU.MOREX.r3.3HG0228020,1816,2653,1377,2012,c5
HORVU.MOREX.r3.3HG0228230,38,66,1,4,c1
HORVU.MOREX.r3.3HG0228790,151,172,33,41,c1
HORVU.MOREX.r3.3HG0228860,102,71,10,10,c1
HORVU.MOREX.r3.3HG0229320,20,33,33,22,c1
HORVU.MOREX.r3.3HG0229400,35,102,16,10,c1
HORVU.MOREX.r3.3HG0229410,251,562,452,354,c2
HORVU.MOREX.r3.3HG0229420,228,564,428,393,c2
HORVU.MOREX.r3.3HG0229730,35.33333333,27.33333333,29.33333333,15.66666667,c7
HORVU.MOREX.r3.3HG0230070,126,144,42,24,c1
HORVU.MOREX.r3.3HG0230320,167,244,35,15,c1
HORVU.MOREX.r3.3HG0230430,115,165,121,47,c4
HORVU.MOREX.r3.3HG0230520,34,37,38,25,c1
HORVU.MOREX.r3.3HG0230600,75,131,17,20,c1
HORVU.MOREX.r3.3HG0230870,451,1040,318,167,c4
HORVU.MOREX.r3.3HG0230920,63,76,13,17,c1
HORVU.MOREX.r3.3HG0230940,792,537,70,69,c1
HORVU.MOREX.r3.3HG0230950,326,328,338,253,c2
HORVU.MOREX.r3.3HG0230970,44,28,3,7,c1
HORVU.MOREX.r3.3HG0231020,79,133,11,15,c1
HORVU.MOREX.r3.3HG0231040,84,50,17,16,c1
HORVU.MOREX.r3.3HG0231090,1345,1392,1827,1602,c2
HORVU.MOREX.r3.3HG0231180,28,43,36,42,c1
HORVU.MOREX.r3.3HG0231240,1515,1478,140,147,c1
HORVU.MOREX.r3.3HG0231420,718,708,673,644,c5
HORVU.MOREX.r3.3HG0231790,49,30,10,9,c1
HORVU.MOREX.r3.3HG0231800,6357,3386,281,353,c1
HORVU.MOREX.r3.3HG0231810,123,85,14,14,c1
HORVU.MOREX.r3.3HG0231940,779,572,113,71,c1
HORVU.MOREX.r3.3HG0232120,174,298,240,119,c6
HORVU.MOREX.r3.3HG0232160,2039,2208,295,486,c1
HORVU.MOREX.r3.3HG0232210,314,193,53,55,c1
HORVU.MOREX.r3.3HG0232220,2665,3386,471,461,c1
HORVU.MOREX.r3.3HG0232400,904,841,693,634,c2
HORVU.MOREX.r3.3HG0232850,291,274,63,75,c1
HORVU.MOREX.r3.3HG0232930,183,111,28,35,c1
HORVU.MOREX.r3.3HG0233030,85,190,107,63,c4
HORVU.MOREX.r3.3HG0233040,78,193,103,70,c4
HORVU.MOREX.r3.3HG0233160,184,198,62,37,c1
HORVU.MOREX.r3.3HG0233200,512,335,59,35,c1
HORVU.MOREX.r3.3HG0233410,589,604,565,388,c2
HORVU.MOREX.r3.3HG0233670,92,78,20,13,c1
HORVU.MOREX.r3.3HG0233700,40,28,7,8,c1
HORVU.MOREX.r3.3HG0233760,55,60,9,11,c1
HORVU.MOREX.r3.3HG0233820,78,90,867,671,c2
HORVU.MOREX.r3.3HG0233880,79,93,18,17,c1
HORVU.MOREX.r3.3HG0234040,57,30,206,274,c5
HORVU.MOREX.r3.3HG0234140,162,219,46,39,c1
HORVU.MOREX.r3.3HG0234190,675,632,131,160,c1
HORVU.MOREX.r3.3HG0234480,75,104,238,152,c2
HORVU.MOREX.r3.3HG0234500,241,255,71,43,c1
HORVU.MOREX.r3.3HG0235000,50,30,3,4,c1
HORVU.MOREX.r3.3HG0235010,33,29,32,61,c1
HORVU.MOREX.r3.3HG0235020,18,33,21,12,c1
HORVU.MOREX.r3.3HG0235190,707,705,120,109,c1
HORVU.MOREX.r3.3HG0235250,52,38,13,8,c1
HORVU.MOREX.r3.3HG0235760,42,58,120,96,c1
HORVU.MOREX.r3.3HG0235770,186,312,490,368,c2
HORVU.MOREX.r3.3HG0235790,833,661,158,175,c1
HORVU.MOREX.r3.3HG0235810,430,444,392,294,c2
HORVU.MOREX.r3.3HG0235860,561,607,610,639,c5
HORVU.MOREX.r3.3HG0235900,322,367,354,264,c2
HORVU.MOREX.r3.3HG0235910,373,104,17,1,c1
HORVU.MOREX.r3.3HG0235930,44,65,62,55,c1
HORVU.MOREX.r3.3HG0236010,123,97,58,74,c1
HORVU.MOREX.r3.3HG0236020,64,55,13,36,c1
HORVU.MOREX.r3.3HG0236100,186,121,109,125,c1
HORVU.MOREX.r3.3HG0236190,5429,5754,1177,1092,c1
HORVU.MOREX.r3.3HG0236310,117,251,527,475,c2
HORVU.MOREX.r3.3HG0236320,73.66666667,51.33333333,54.66666667,38,c7
HORVU.MOREX.r3.3HG0236330,55,47,8,7,c1
HORVU.MOREX.r3.3HG0236350,265,210,44,45,c1
HORVU.MOREX.r3.3HG0236500,43,22,45,35,c1
HORVU.MOREX.r3.3HG0236520,1457,935,214,250,c1
HORVU.MOREX.r3.3HG0236540,190,135,20,25,c1
HORVU.MOREX.r3.3HG0236750,169,339,34,36,c1
HORVU.MOREX.r3.3HG0236780,99,169,5,1,c1
HORVU.MOREX.r3.3HG0236820,1008,970,370,634,c3
HORVU.MOREX.r3.3HG0236840,87,96,21,16,c1
HORVU.MOREX.r3.3HG0236850,242,309,252,184,c6
HORVU.MOREX.r3.3HG0237090,46,48,35,39,c1
HORVU.MOREX.r3.3HG0237200,6,14,86,107,c3
HORVU.MOREX.r3.3HG0237360,4,6,16,31,c1
HORVU.MOREX.r3.3HG0237390,483,917,1041,677,c2
HORVU.MOREX.r3.3HG0237440,80,70,12,22,c1
HORVU.MOREX.r3.3HG0237550,317,284,34,28,c1
HORVU.MOREX.r3.3HG0237590,325,226,38,35,c1
HORVU.MOREX.r3.3HG0237720,66,73,19,12,c1
HORVU.MOREX.r3.3HG0237810,45,135,324,277,c2
HORVU.MOREX.r3.3HG0237880,2477,2399,553,743,c1
HORVU.MOREX.r3.3HG0237990,160,149,526,379,c2
HORVU.MOREX.r3.3HG0238180,64,55,11,8,c1
HORVU.MOREX.r3.3HG0238370,58,99,25,50,c1
HORVU.MOREX.r3.3HG0238450,136,159,69,28,c1
HORVU.MOREX.r3.3HG0238570,98,72,21,23,c1
HORVU.MOREX.r3.3HG0238960,106,68,9,16,c1
HORVU.MOREX.r3.3HG0238970,250,189,53,41,c1
HORVU.MOREX.r3.3HG0239080,297,253,42,31,c1
HORVU.MOREX.r3.3HG0239110,866,916,1287,1588,c5
HORVU.MOREX.r3.3HG0239290,389,425,401,411,c5
HORVU.MOREX.r3.3HG0239530,365,1587,1442,1268,c2
HORVU.MOREX.r3.3HG0239550,13,38,461,310,c2
HORVU.MOREX.r3.3HG0239660,84,134,232,120,c6
HORVU.MOREX.r3.3HG0239900,218,291,59,43,c1
HORVU.MOREX.r3.3HG0239980,306,583,910,787,c2
HORVU.MOREX.r3.3HG0240050,342,415,348,271,c2
HORVU.MOREX.r3.3HG0240070,23,42,145,130,c5
HORVU.MOREX.r3.3HG0240080,393,397,371,216,c6
HORVU.MOREX.r3.3HG0240350,33.33333333,50.33333333,8.333333333,19.66666667,c7
HORVU.MOREX.r3.3HG0240580,128,302,1013,774,c2
HORVU.MOREX.r3.3HG0240640,133,344,501,439,c2
HORVU.MOREX.r3.3HG0240670,15,47,3,3,c1
HORVU.MOREX.r3.3HG0240710,61,53,157,101,c6
HORVU.MOREX.r3.3HG0240890,108,78,13,24,c1
HORVU.MOREX.r3.3HG0240970,408,417,180,353,c3
HORVU.MOREX.r3.3HG0241000,648,1266,1374,951,c2
HORVU.MOREX.r3.3HG0241550,640,801.6666667,155.6666667,169.6666667,c7
HORVU.MOREX.r3.3HG0241690,51,13,0,0,c1
HORVU.MOREX.r3.3HG0241830,107,74,14,7,c1
HORVU.MOREX.r3.3HG0241900,22,34,37,24,c1
HORVU.MOREX.r3.3HG0242030,10,10,34,40,c1
HORVU.MOREX.r3.3HG0242050,28,34,162,142,c5
HORVU.MOREX.r3.3HG0242150,8361,9384,670,647,c1
HORVU.MOREX.r3.3HG0242170,440,711,402,413,c5
HORVU.MOREX.r3.3HG0242350,672,567,45,42,c1
HORVU.MOREX.r3.3HG0242790,624,737,596,535,c2
HORVU.MOREX.r3.3HG0242880,225,323,86,38,c4
HORVU.MOREX.r3.3HG0242970,1872,1301,101,67,c1
HORVU.MOREX.r3.3HG0243110,4,18,212,61,c6
HORVU.MOREX.r3.3HG0243170,12,15,31,28,c1
HORVU.MOREX.r3.3HG0243210,69,43,12,9,c1
HORVU.MOREX.r3.3HG0243220,46,24,6,6,c1
HORVU.MOREX.r3.3HG0243460,50,53,143,141,c3
HORVU.MOREX.r3.3HG0243560,170,183,163,133,c1
HORVU.MOREX.r3.3HG0243610,175,296,251,292,c5
HORVU.MOREX.r3.3HG0243920,35,62,8,3,c1
HORVU.MOREX.r3.3HG0244010,171,151,25,31,c1
HORVU.MOREX.r3.3HG0244050,79,84,14,18,c1
HORVU.MOREX.r3.3HG0244080,246,97,60,74,c1
HORVU.MOREX.r3.3HG0244140,208,230,36,28,c1
HORVU.MOREX.r3.3HG0244330,9,10,36,28,c1
HORVU.MOREX.r3.3HG0244570,2,6,233,165,c2
HORVU.MOREX.r3.3HG0244600,75,63,13,18,c1
HORVU.MOREX.r3.3HG0244930,1474,1717,204,232,c1
HORVU.MOREX.r3.3HG0245300,18,16,13,21,c1
HORVU.MOREX.r3.3HG0245320,153,122,23,27,c1
HORVU.MOREX.r3.3HG0245380,288,342,561,625,c5
HORVU.MOREX.r3.3HG0245400,678,909,1050,1000,c5
HORVU.MOREX.r3.3HG0245440,433,980,942,842,c2
HORVU.MOREX.r3.3HG0245450,64,42,9,8,c1
HORVU.MOREX.r3.3HG0245590,57,100,146,162,c3
HORVU.MOREX.r3.3HG0245610,248,664,674,507,c2
HORVU.MOREX.r3.3HG0245900,298,266,61,74,c1
HORVU.MOREX.r3.3HG0246250,13,56,34,10,c1
HORVU.MOREX.r3.3HG0246400,1831,2622,605,495,c4
HORVU.MOREX.r3.3HG0246500,385.3333333,520.3333333,111.3333333,135.6666667,c7
HORVU.MOREX.r3.3HG0246970,469,488,473,463,c5
HORVU.MOREX.r3.3HG0247110,44,45,8,6,c1
HORVU.MOREX.r3.3HG0247120,86,197,8,25,c1
HORVU.MOREX.r3.3HG0247200,1073,1097,67,61,c1
HORVU.MOREX.r3.3HG0247430,10,29,20,22,c1
HORVU.MOREX.r3.3HG0248000,782,544,149,206,c1
HORVU.MOREX.r3.3HG0248110,47,54,9,12,c1
HORVU.MOREX.r3.3HG0248140,40,41,40,17,c1
HORVU.MOREX.r3.3HG0248590,56,72,10,14,c1
HORVU.MOREX.r3.3HG0248630,355,246,55,77,c1
HORVU.MOREX.r3.3HG0248650,189,167,47,36,c1
HORVU.MOREX.r3.3HG0248950,40,39,67,41,c1
HORVU.MOREX.r3.3HG0248960,22,28,14,24,c1
HORVU.MOREX.r3.3HG0248980,17,26,69,97,c1
HORVU.MOREX.r3.3HG0248990,1,2,87,172,c3
HORVU.MOREX.r3.3HG0249060,853,692,105,112,c1
HORVU.MOREX.r3.3HG0249230,320,344,64,43,c1
HORVU.MOREX.r3.3HG0249690,1080,873,224,202,c1
HORVU.MOREX.r3.3HG0250140,265,105,982,1465,c5
HORVU.MOREX.r3.3HG0250170,11,7,34,41,c1
HORVU.MOREX.r3.3HG0250330,6397,4725,1063,959,c1
HORVU.MOREX.r3.3HG0251160,605,531,132,137,c1
HORVU.MOREX.r3.3HG0251280,70,99,65,50,c1
HORVU.MOREX.r3.3HG0251340,129,162,131,131,c1
HORVU.MOREX.r3.3HG0251480,307,295,67,86,c1
HORVU.MOREX.r3.3HG0251900,1417,2279,1906,1491,c2
HORVU.MOREX.r3.3HG0252000,72,45,36,40,c1
HORVU.MOREX.r3.3HG0252110,404,422,366,260,c2
HORVU.MOREX.r3.3HG0252270,140,16,8,2,c1
HORVU.MOREX.r3.3HG0252310,11,19,57,55,c1
HORVU.MOREX.r3.3HG0252430,346,385,74,81,c1
HORVU.MOREX.r3.3HG0252610,865,1135,837,616,c2
HORVU.MOREX.r3.3HG0252650,416,539,258,340,c3
HORVU.MOREX.r3.3HG0252770,747,622,77,93,c1
HORVU.MOREX.r3.3HG0252810,16,26,31,16,c1
HORVU.MOREX.r3.3HG0252820,148,188,157,122,c4
HORVU.MOREX.r3.3HG0253170,959,1562,759,800,c5
HORVU.MOREX.r3.3HG0253620,502,437,103,105,c1
HORVU.MOREX.r3.3HG0253690,238,278,51,35,c1
HORVU.MOREX.r3.3HG0253790,489,437,107,118,c1
HORVU.MOREX.r3.3HG0253860,156,63,14,9,c1
HORVU.MOREX.r3.3HG0253950,18,20,100,75,c1
HORVU.MOREX.r3.3HG0254260,95,69,5,10,c1
HORVU.MOREX.r3.3HG0254400,63,33,9,21,c1
HORVU.MOREX.r3.3HG0254490,97,91,13,11,c1
HORVU.MOREX.r3.3HG0254600,1088,1581,1206,906,c2
HORVU.MOREX.r3.3HG0254810,334,314,2,11,c1
HORVU.MOREX.r3.3HG0254910,63,52,14,10,c1
HORVU.MOREX.r3.3HG0254920,96,94,16,11,c1
HORVU.MOREX.r3.3HG0255150,370,503,655,407,c2
HORVU.MOREX.r3.3HG0255420,183,181,24,31,c1
HORVU.MOREX.r3.3HG0255580,85,62,5,4,c1
HORVU.MOREX.r3.3HG0255600,206,220,210,162,c6
HORVU.MOREX.r3.3HG0255700,177,94,41,32,c1
HORVU.MOREX.r3.3HG0255960,15,19,75,72,c1
HORVU.MOREX.r3.3HG0256040,79,72,5,1,c1
HORVU.MOREX.r3.3HG0256060,358,323,271,245,c5
HORVU.MOREX.r3.3HG0256420,3.333333333,16,29.66666667,20,c7
HORVU.MOREX.r3.3HG0257130,115,154,118,79,c4
HORVU.MOREX.r3.3HG0257160,50,38,7,4,c1
HORVU.MOREX.r3.3HG0257380,55,22,26,30,c1
HORVU.MOREX.r3.3HG0257780,130,187,21,20,c1
HORVU.MOREX.r3.3HG0257850,4261,2558,775,898,c1
HORVU.MOREX.r3.3HG0258630,304,296,56,44,c1
HORVU.MOREX.r3.3HG0258850,98,102,19,19,c1
HORVU.MOREX.r3.3HG0258890,768,548,76,98,c1
HORVU.MOREX.r3.3HG0259100,1595,1340,335,218,c1
HORVU.MOREX.r3.3HG0259220,320,504,361,251,c2
HORVU.MOREX.r3.3HG0259260,251,246,64,48,c1
HORVU.MOREX.r3.3HG0259460,49,42,157,112,c6
HORVU.MOREX.r3.3HG0260130,71,71,132,83,c4
HORVU.MOREX.r3.3HG0260270,599,655,128,97,c1
HORVU.MOREX.r3.3HG0260800,1805,1312,301,273,c1
HORVU.MOREX.r3.3HG0261020,85,103,17,22,c1
HORVU.MOREX.r3.3HG0261980,180,92,29,28,c1
HORVU.MOREX.r3.3HG0264530,380,315,58,81,c1
HORVU.MOREX.r3.3HG0264580,161,156,31,17,c1
HORVU.MOREX.r3.3HG0265140,12,19,32,20,c1
HORVU.MOREX.r3.3HG0265330,228,190,54,43,c1
HORVU.MOREX.r3.3HG0265880,152,146,29,29,c1
HORVU.MOREX.r3.3HG0265990,12521,11293,1977,2409,c1
HORVU.MOREX.r3.3HG0266280,1718,1654,322,272,c1
HORVU.MOREX.r3.3HG0266950,750,1533,1853,1368,c2
HORVU.MOREX.r3.3HG0267000,492,454,163,293,c3
HORVU.MOREX.r3.3HG0267230,566,385,86,94,c1
HORVU.MOREX.r3.3HG0267290,256,668,569,410,c2
HORVU.MOREX.r3.3HG0267360,2153,2222,444,402,c1
HORVU.MOREX.r3.3HG0267680,39,34,6,4,c1
HORVU.MOREX.r3.3HG0267730,1149,953,255,226,c1
HORVU.MOREX.r3.3HG0267770,943,2577,1959,1789,c2
HORVU.MOREX.r3.3HG0267830,188,107,33,25,c1
HORVU.MOREX.r3.3HG0267880,339,362,91,53,c1
HORVU.MOREX.r3.3HG0268400,801,756,142,166,c1
HORVU.MOREX.r3.3HG0268430,59,114,254,155,c2
HORVU.MOREX.r3.3HG0268800,1242,1038,262,226,c1
HORVU.MOREX.r3.3HG0268950,155,145,29,36,c1
HORVU.MOREX.r3.3HG0269760,142,149,27,22,c1
HORVU.MOREX.r3.3HG0269910,108,104,173,152,c5
HORVU.MOREX.r3.3HG0270190,164,114,30,24,c1
HORVU.MOREX.r3.3HG0270240,44,84,85,56,c1
HORVU.MOREX.r3.3HG0270310,153,145,50,29,c1
HORVU.MOREX.r3.3HG0270430,145,138,29,37,c1
HORVU.MOREX.r3.3HG0270460,28,41,41,39,c1
HORVU.MOREX.r3.3HG0270500,259,295,255,233,c5
HORVU.MOREX.r3.3HG0270610,424,261,83,84,c1
HORVU.MOREX.r3.3HG0270730,105,46,7,12,c1
HORVU.MOREX.r3.3HG0270750,54,21,14,6,c1
HORVU.MOREX.r3.3HG0270800,52,68,103,71,c1
HORVU.MOREX.r3.3HG0270810,1405,2342,2373,1497,c2
HORVU.MOREX.r3.3HG0270910,388,490,368,233,c6
HORVU.MOREX.r3.3HG0271040,101,81,22,22,c1
HORVU.MOREX.r3.3HG0271170,50,57,61,34,c1
HORVU.MOREX.r3.3HG0271290,90,92,21,17,c1
HORVU.MOREX.r3.3HG0271470,62,110,14,13,c1
HORVU.MOREX.r3.3HG0271480,119,85,18,11,c1
HORVU.MOREX.r3.3HG0271550,569,472,318,454,c5
HORVU.MOREX.r3.3HG0272260,379,255,31,31,c1
HORVU.MOREX.r3.3HG0273030,62,56,12,14,c1
HORVU.MOREX.r3.3HG0273060,86,43,59,93,c1
HORVU.MOREX.r3.3HG0273130,621,712,660,421,c2
HORVU.MOREX.r3.3HG0273160,210,290,220,195,c5
HORVU.MOREX.r3.3HG0273340,507,439,94,54,c1
HORVU.MOREX.r3.3HG0273350,4,8,54,48,c1
HORVU.MOREX.r3.3HG0273390,94,120,191,73,c6
HORVU.MOREX.r3.3HG0273500,25,34,100,96,c1
HORVU.MOREX.r3.3HG0273810,33,50,234,121,c6
HORVU.MOREX.r3.3HG0273880,130,198,7,4,c1
HORVU.MOREX.r3.3HG0274050,29,101,317,320,c5
HORVU.MOREX.r3.3HG0274110,53,28,42,44,c1
HORVU.MOREX.r3.3HG0274350,61,48,27,40,c1
HORVU.MOREX.r3.3HG0274610,180,154,131,124,c1
HORVU.MOREX.r3.3HG0274650,31,37,97,88,c1
HORVU.MOREX.r3.3HG0274700,162,117,65,89,c1
HORVU.MOREX.r3.3HG0274780,19283,8555,1143,1239,c1
HORVU.MOREX.r3.3HG0274840,105,97,19,16,c1
HORVU.MOREX.r3.3HG0274850,307,274,58,55,c1
HORVU.MOREX.r3.3HG0275040,40,33,55,50,c1
HORVU.MOREX.r3.3HG0275090,989,998,165,413,c3
HORVU.MOREX.r3.3HG0275170,38,49.66666667,2.333333333,9,c7
HORVU.MOREX.r3.3HG0275260,35,38,21,29,c1
HORVU.MOREX.r3.3HG0275680,152,102,33,28,c1
HORVU.MOREX.r3.3HG0275710,168,185,235,127,c6
HORVU.MOREX.r3.3HG0276000,172,230,163,104,c4
HORVU.MOREX.r3.3HG0276410,59,44,12,16,c1
HORVU.MOREX.r3.3HG0276810,141,630,145,84,c4
HORVU.MOREX.r3.3HG0276870,57,50,7,14,c1
HORVU.MOREX.r3.3HG0276900,1008,1120,223,179,c1
HORVU.MOREX.r3.3HG0277190,75,51,136,78,c4
HORVU.MOREX.r3.3HG0277320,1138,1128,191,188,c1
HORVU.MOREX.r3.3HG0277390,67,54,5,13,c1
HORVU.MOREX.r3.3HG0277400,162,145,34,46,c1
HORVU.MOREX.r3.3HG0277690,177,81,78,86,c1
HORVU.MOREX.r3.3HG0277850,261,235,49,39,c1
HORVU.MOREX.r3.3HG0277980,77,97,21,16,c1
HORVU.MOREX.r3.3HG0278140,92,169,217,166,c2
HORVU.MOREX.r3.3HG0278170,64,191,73,61,c1
HORVU.MOREX.r3.3HG0278190,14,28,41,18,c1
HORVU.MOREX.r3.3HG0278320,463,520,82,85,c1
HORVU.MOREX.r3.3HG0278630,325,500,731,648,c2
HORVU.MOREX.r3.3HG0278670,143,170,201,203,c5
HORVU.MOREX.r3.3HG0278710,9,9,229,215,c5
HORVU.MOREX.r3.3HG0279100,323,218,43,56,c1
